date,Electricity,PV,Cooling,Heat,Temperature,Dew Point,Humidity,GHI
2018-01-01 00:00:00,20843.67,1.89,2145.97,8.105,51.0,31.0,46.0,0.0
2018-01-01 01:00:00,20583.97,1.33,1920.7,8.195,50.0,28.0,43.0,0.0
2018-01-01 02:00:00,20712.07,3.08,1827.76,8.62,49.0,28.0,44.0,0.0
2018-01-01 03:00:00,20856.1,2.84,1875.58,8.695,47.0,26.0,44.0,0.0
2018-01-01 04:00:00,21168.49,3.04,1825.76,8.6,47.0,23.0,39.0,0.0
2018-01-01 05:00:00,21495.655,6.48,1859.3,8.905,48.0,21.0,34.0,0.0
2018-01-01 06:00:00,22593.122,10.0,1918.81,9.415,46.0,22.0,39.0,0.0
2018-01-01 07:00:00,22243.46,13.31,1846.99,9.255,45.0,24.0,44.0,5.0
2018-01-01 08:00:00,21454.49,305.21,1999.65,8.925,45.0,24.0,44.0,135.0
2018-01-01 09:00:00,21205.89,1692.97,2344.1,8.34,50.0,22.0,33.0,241.0
2018-01-01 10:00:00,20546.63,2936.25,2672.99,8.09,57.0,18.0,22.0,376.0
2018-01-01 11:00:00,20575.63,3939.1,3119.68,7.715,59.0,17.0,20.0,506.0
2018-01-01 12:00:00,21013.31,4287.77,3723.88,7.59,64.0,17.0,16.0,587.0
2018-01-01 13:00:00,20902.91,4137.31,4061.23,7.505,67.0,16.0,14.0,532.0
2018-01-01 14:00:00,21025.32,3696.46,4385.27,7.025,70.0,17.0,13.0,456.0
2018-01-01 15:00:00,21018.22,2857.5,4412.92,6.88,71.0,16.0,12.0,321.0
2018-01-01 16:00:00,21193.13,1243.21,4403.64,7.11,73.0,14.0,11.0,144.0
2018-01-01 17:00:00,21326.44,328.8,4226.53,7.56,73.0,14.0,11.0,6.0
2018-01-01 18:00:00,21277.43,113.725,3851.16,7.91,69.0,16.0,13.0,0.0
2018-01-01 19:00:00,21116.84,4.308,3589.77,7.845,65.0,18.0,16.0,0.0
2018-01-01 20:00:00,20443.76,4.86,3222.72,7.87,63.0,20.0,19.0,0.0
2018-01-01 21:00:00,20733.56,1.94,3214.4,8.055,58.0,23.0,26.0,0.0
2018-01-01 22:00:00,19780.08,1.71,2787.82,7.845,62.0,22.0,21.0,0.0
2018-01-01 23:00:00,19394.85,2.13,2370.12,7.743,55.0,25.0,31.0,0.0
2018-01-02 00:00:00,19487.75,1.99,2293.74,8.005,53.0,27.0,37.0,0.0
2018-01-02 01:00:00,19940.06,2.26,2240.18,8.075,53.0,26.0,35.0,0.0
2018-01-02 02:00:00,20032.76,3.35,2224.62,8.2,51.0,25.0,36.0,0.0
2018-01-02 03:00:00,19849.13,3.14,2135.95,8.32,51.0,27.0,39.0,0.0
2018-01-02 04:00:00,20771.54,2.52,2174.65,8.665,51.0,26.0,38.0,0.0
2018-01-02 05:00:00,21633.415,5.41,2271.325,8.87,50.0,26.0,39.0,0.0
2018-01-02 06:00:00,22704.69,9.34,2266.87,8.865,50.0,25.0,38.0,0.0
2018-01-02 07:00:00,23664.41,10.28,2375.81,8.915,49.0,25.0,39.0,3.0
2018-01-02 08:00:00,23906.51,281.02,2323.44,9.145,49.0,25.0,39.0,91.0
2018-01-02 09:00:00,23844.63,1103.83,2621.95,8.535,53.0,22.0,30.0,215.0
2018-01-02 10:00:00,23967.85,1992.37,3193.05,8.065,56.0,22.0,27.0,276.0
2018-01-02 11:00:00,23706.57,2996.63,3629.3,7.605,62.0,21.0,21.0,430.0
2018-01-02 12:00:00,23873.62,4501.85,4465.9,7.42,66.0,17.0,15.0,520.0
2018-01-02 13:00:00,24703.39,4441.9,5009.58,7.075,70.0,18.0,14.0,568.0
2018-01-02 14:00:00,25231.24,4219.725,5622.22,6.935,73.0,18.0,12.0,398.0
2018-01-02 15:00:00,24993.49,3487.39,5784.41,6.875,73.0,17.0,12.0,274.0
2018-01-02 16:00:00,24742.15,923.8,5523.94,7.045,74.0,16.0,11.0,145.0
2018-01-02 17:00:00,24185.49,130.67,5326.14,7.015,74.0,16.0,11.0,5.0
2018-01-02 18:00:00,23327.72,2.77,4521.83,7.735,70.0,18.0,14.0,0.0
2018-01-02 19:00:00,22936.64,2.205,4292.21,7.765,70.0,19.0,14.0,0.0
2018-01-02 20:00:00,22368.4,3.6,3957.3,7.665,63.0,22.0,21.0,0.0
2018-01-02 21:00:00,21994.53,2.05,3554.91,7.955,63.0,23.0,22.0,0.0
2018-01-02 22:00:00,21623.24,2.01,3331.65,7.86,61.0,24.0,24.0,0.0
2018-01-02 23:00:00,20969.64,2.71,3159.75,8.01,60.0,21.0,22.0,0.0
2018-01-03 00:00:00,20310.54,1.98,2850.31,8.21,52.0,24.0,34.0,0.0
2018-01-03 01:00:00,21213.71,2.27,2873.6,8.23,52.0,24.0,34.0,0.0
2018-01-03 02:00:00,21109.49,4.47,2749.72,8.325,51.0,23.0,33.0,0.0
2018-01-03 03:00:00,20876.75,3.27,2486.16,8.33,50.0,23.0,35.0,0.0
2018-01-03 04:00:00,21629.66,3.45,2534.77,8.555,50.0,23.0,35.0,0.0
2018-01-03 05:00:00,22465.33,6.84,2641.105,8.82,48.0,23.0,37.0,0.0
2018-01-03 06:00:00,23724.04,10.42,2745.11,8.515,47.0,25.0,42.0,0.0
2018-01-03 07:00:00,24839.29,11.23,2929.48,8.505,50.0,20.0,31.0,3.0
2018-01-03 08:00:00,24772.26,266.13,3215.13,8.485,49.0,22.0,35.0,135.0
2018-01-03 09:00:00,24661.81,1273.1,3562.21,8.055,58.0,20.0,23.0,169.0
2018-01-03 10:00:00,24482.92,1889.93,4223.55,7.603,64.0,19.0,18.0,312.0
2018-01-03 11:00:00,25187.86,3485.51,4841.72,7.028,68.0,16.0,14.0,528.0
2018-01-03 12:00:00,25409.13,4948.36,5542.34,6.705,72.0,15.0,11.0,519.0
2018-01-03 13:00:00,25401.98,4228.13,5674.68,6.627,74.0,15.0,11.0,509.0
2018-01-03 14:00:00,25616.44,2872.1,5804.01,6.748,75.0,13.0,9.0,250.0
2018-01-03 15:00:00,25524.29,1641.33,5794.45,6.628,76.0,13.0,9.0,131.0
2018-01-03 16:00:00,25232.45,475.17,5663.32,6.968,75.0,13.0,9.0,83.0
2018-01-03 17:00:00,24793.11,58.24,5405.94,7.038,74.0,15.0,11.0,3.0
2018-01-03 18:00:00,23890.07,5.61,4877.64,7.458,72.0,14.0,11.0,0.0
2018-01-03 19:00:00,22992.75,4.835,4502.17,7.592,70.0,12.0,11.0,0.0
2018-01-03 20:00:00,22623.61,4.17,4394.41,7.84,67.0,15.0,14.0,0.0
2018-01-03 21:00:00,22299.17,1.34,4223.23,7.92,65.0,15.0,15.0,0.0
2018-01-03 22:00:00,21485.0,1.27,3942.43,7.71,66.0,15.0,14.0,0.0
2018-01-03 23:00:00,20757.07,1.62,3717.31,7.6,62.0,21.0,21.0,0.0
2018-01-04 00:00:00,20418.88,12.13,3540.15,7.43,63.0,20.0,19.0,0.0
2018-01-04 01:00:00,20228.25,2.24,3451.39,7.465,62.0,21.0,21.0,0.0
2018-01-04 02:00:00,20179.48,1.75,3334.23,7.5,62.0,21.0,21.0,0.0
2018-01-04 03:00:00,20877.95,2.23,3391.38,7.63,60.0,24.0,25.0,0.0
2018-01-04 04:00:00,21113.54,3.16,3429.7,7.655,61.0,22.0,22.0,0.0
2018-01-04 05:00:00,22018.47,4.3,3455.54,7.98,60.0,23.0,24.0,0.0
2018-01-04 06:00:00,23119.88,3.46,3695.6,8.42,60.0,20.0,21.0,0.0
2018-01-04 07:00:00,23422.125,5.7,3614.47,8.568,59.0,18.0,20.0,2.0
2018-01-04 08:00:00,23786.74,184.02,3663.82,8.6,57.0,19.0,23.0,109.0
2018-01-04 09:00:00,24070.02,1729.48,3719.89,8.05,58.0,20.0,23.0,277.0
2018-01-04 10:00:00,24829.9,3208.67,4734.39,7.54,64.0,18.0,17.0,452.0
2018-01-04 11:00:00,25514.4,4362.8,5610.07,7.11,71.0,15.0,12.0,550.0
2018-01-04 12:00:00,25742.57,4829.09,5957.98,6.625,74.0,17.0,12.0,585.0
2018-01-04 13:00:00,25087.09,4297.42,5894.45,6.2,75.0,25.0,16.0,558.0
2018-01-04 14:00:00,26359.0,4558.56,6426.18,6.7,75.0,28.0,18.0,468.0
2018-01-04 15:00:00,26466.07,3459.05,6751.41,6.7,78.0,30.0,17.0,326.0
2018-01-04 16:00:00,26548.45,1354.41,6604.09,6.33,77.0,29.0,17.0,152.0
2018-01-04 17:00:00,26118.35,101.09,6233.58,6.53,77.0,29.0,17.0,8.0
2018-01-04 18:00:00,24916.03,3.48,5440.74,6.26,75.0,29.0,18.0,0.0
2018-01-04 19:00:00,24059.63,4.2,4955.1,7.135,69.0,30.0,23.0,0.0
2018-01-04 20:00:00,23191.255,6.4,4606.107,6.99,66.0,31.0,27.0,0.0
2018-01-04 21:00:00,22135.61,2.4,4208.66,7.03,64.0,31.0,29.0,0.0
2018-01-04 22:00:00,21725.26,1.48,3565.44,7.075,62.0,32.0,32.0,0.0
2018-01-04 23:00:00,21214.95,2.07,3257.65,7.025,59.0,36.0,42.0,0.0
2018-01-05 00:00:00,20817.83,6.72,2903.76,7.1,58.0,36.0,44.0,0.0
2018-01-05 01:00:00,20643.74,8.46,2673.06,7.368,56.0,35.0,45.0,0.0
2018-01-05 02:00:00,21124.47,2.02,2537.82,7.32,57.0,34.0,42.0,0.0
2018-01-05 03:00:00,21199.55,2.07,2523.81,7.385,54.0,34.0,47.0,0.0
2018-01-05 04:00:00,21928.23,3.75,2628.275,7.678,54.0,34.0,47.0,0.0
2018-01-05 05:00:00,22673.59,3.8,2677.048,8.09,52.0,34.0,50.0,0.0
2018-01-05 06:00:00,23976.91,2.72,2889.21,8.18,52.0,33.0,49.0,0.0
2018-01-05 07:00:00,24569.67,9.87,2848.84,8.42,52.0,32.0,47.0,2.0
2018-01-05 08:00:00,24629.66,295.38,3024.94,8.2,52.0,32.0,47.0,129.0
2018-01-05 09:00:00,24440.38,1777.94,3348.65,7.82,58.0,29.0,33.0,313.0
2018-01-05 10:00:00,24447.04,3245.91,3952.69,7.135,62.0,31.0,31.0,459.0
2018-01-05 11:00:00,25693.28,4375.91,4730.84,7.798,67.0,30.0,25.0,554.0
2018-01-05 12:00:00,26369.31,4850.73,5318.1,6.958,68.0,32.0,26.0,592.0
2018-01-05 13:00:00,26467.2,4802.67,5816.68,6.38,72.0,32.0,23.0,560.0
2018-01-05 14:00:00,26978.04,4705.05,6235.92,6.11,75.0,33.0,22.0,465.0
2018-01-05 15:00:00,27414.26,3598.31,6550.66,6.255,76.0,33.0,21.0,323.0
2018-01-05 16:00:00,27360.98,1389.72,6413.54,6.3,75.0,32.0,21.0,150.0
2018-01-05 17:00:00,26461.14,41.93,5989.19,6.375,75.0,31.0,20.0,9.0
2018-01-05 18:00:00,25250.22,19.36,5313.83,7.078,74.0,30.0,20.0,0.0
2018-01-05 19:00:00,24455.69,6.49,4843.88,7.025,69.0,32.0,25.0,0.0
2018-01-05 20:00:00,23511.56,5.12,4383.724,6.87,65.0,33.0,31.0,0.0
2018-01-05 21:00:00,22253.43,2.14,3865.86,6.96,66.0,32.0,28.0,0.0
2018-01-05 22:00:00,21510.87,1.95,3405.19,7.14,61.0,34.0,36.0,0.0
2018-01-05 23:00:00,21039.39,2.38,3206.45,7.225,60.0,34.0,38.0,0.0
2018-01-06 00:00:00,20581.89,1.92,2977.56,7.24,59.0,33.0,38.0,0.0
2018-01-06 01:00:00,19910.77,2.06,2813.59,7.39,57.0,34.0,42.0,0.0
2018-01-06 02:00:00,19587.21,4.38,2535.95,7.51,56.0,33.0,42.0,0.0
2018-01-06 03:00:00,19444.54,3.2,2619.55,7.56,54.0,32.0,43.0,0.0
2018-01-06 04:00:00,19683.6,4.45,2512.01,7.67,55.0,31.0,40.0,0.0
2018-01-06 05:00:00,20346.13,7.53,2695.625,7.73,51.0,33.0,50.0,0.0
2018-01-06 06:00:00,22000.97,9.46,2767.32,8.03,52.0,31.0,45.0,0.0
2018-01-06 07:00:00,21978.47,9.45,2868.14,8.23,53.0,32.0,45.0,2.0
2018-01-06 08:00:00,21656.31,313.13,2797.24,8.16,52.0,31.0,45.0,95.0
2018-01-06 09:00:00,21772.47,1758.48,3141.29,7.38,56.0,29.0,36.0,291.0
2018-01-06 10:00:00,22266.86,3074.45,3784.82,7.04,62.0,31.0,31.0,303.0
2018-01-06 11:00:00,22557.7,2966.74,4258.43,7.09,65.0,31.0,28.0,368.0
2018-01-06 12:00:00,23268.68,2719.73,4638.05,7.02,67.0,30.0,25.0,326.0
2018-01-06 13:00:00,23238.75,2264.64,4934.23,6.85,69.0,31.0,24.0,346.0
2018-01-06 14:00:00,23174.56,3656.53,5258.48,6.38,71.0,31.0,23.0,369.0
2018-01-06 15:00:00,23512.03,2350.86,5496.0,6.35,73.0,30.0,20.0,210.0
2018-01-06 16:00:00,23259.26,577.71,5311.71,6.43,73.0,30.0,20.0,61.0
2018-01-06 17:00:00,23346.86,77.78,5087.7,6.52,73.0,30.0,20.0,5.0
2018-01-06 18:00:00,23280.46,2.04,4818.58,7.185,71.0,31.0,23.0,0.0
2018-01-06 19:00:00,22754.27,2.845,4508.11,6.96,68.0,32.0,26.0,0.0
2018-01-06 20:00:00,22742.3,4.37,4319.67,6.915,68.0,33.0,27.0,0.0
2018-01-06 21:00:00,22108.405,1.43,4119.31,6.72,65.0,35.0,33.0,0.0
2018-01-06 22:00:00,21453.77,1.25,3914.06,6.805,67.0,33.0,28.0,0.0
2018-01-06 23:00:00,20811.54,1.67,3611.27,6.6,65.0,35.0,33.0,0.0
2018-01-07 00:00:00,20245.31,1.87,3281.18,6.735,63.0,37.0,38.0,0.0
2018-01-07 01:00:00,19580.85,1.69,3093.58,6.79,63.0,36.0,37.0,0.0
2018-01-07 02:00:00,19632.21,2.98,3104.85,6.91,63.0,33.0,33.0,0.0
2018-01-07 03:00:00,19749.04,4.75,2956.78,7.145,61.0,34.0,36.0,0.0
2018-01-07 04:00:00,20738.46,3.43,3177.92,7.3,59.0,35.0,41.0,0.0
2018-01-07 05:00:00,20571.4,2.85,3004.855,7.395,57.0,36.0,45.0,0.0
2018-01-07 06:00:00,20352.36,4.1,2834.65,7.633,58.0,33.0,39.0,0.0
2018-01-07 07:00:00,20600.8,7.48,2716.82,7.79,54.0,33.0,45.0,2.0
2018-01-07 08:00:00,20835.7,272.22,2851.38,7.475,54.0,35.0,49.0,111.0
2018-01-07 09:00:00,21165.01,1303.23,3181.61,7.452,57.0,35.0,44.0,247.0
2018-01-07 10:00:00,21354.9,3137.49,3652.17,7.3,60.0,35.0,39.0,405.0
2018-01-07 11:00:00,21998.13,3745.33,4524.66,6.88,64.0,34.0,33.0,447.0
2018-01-07 12:00:00,23501.61,4992.93,5334.12,6.52,69.0,35.0,29.0,595.0
2018-01-07 13:00:00,23884.74,4422.94,5714.94,6.3,72.0,33.0,24.0,492.0
2018-01-07 14:00:00,23982.54,2653.93,5777.87,6.09,74.0,34.0,23.0,260.0
2018-01-07 15:00:00,24207.26,1348.56,5725.42,6.05,74.0,34.0,23.0,207.0
2018-01-07 16:00:00,24093.92,630.9,5475.64,6.04,74.0,35.0,24.0,89.0
2018-01-07 17:00:00,23909.82,143.49,5262.35,6.38,73.0,36.0,26.0,7.0
2018-01-07 18:00:00,23998.78,3.245,4956.46,7.418,71.0,35.0,27.0,0.0
2018-01-07 19:00:00,23320.94,3.013,4620.38,7.434,70.0,36.0,29.0,0.0
2018-01-07 20:00:00,22789.38,3.29,4156.1,7.392,65.0,37.0,36.0,0.0
2018-01-07 21:00:00,22656.18,1.23,3967.0,7.475,62.0,38.0,41.0,0.0
2018-01-07 22:00:00,22295.38,1.27,3822.75,7.51,63.0,37.0,38.0,0.0
2018-01-07 23:00:00,21789.66,1.64,3581.56,7.675,60.0,39.0,46.0,0.0
2018-01-08 00:00:00,21425.49,1.75,3198.76,7.57,57.0,38.0,49.0,0.0
2018-01-08 01:00:00,21202.64,2.06,2902.04,7.54,56.0,40.0,55.0,0.0
2018-01-08 02:00:00,21943.21,3.7,3092.58,7.55,57.0,39.0,51.0,0.0
2018-01-08 03:00:00,21172.19,2.7,2930.17,7.48,56.0,37.0,49.0,0.0
2018-01-08 04:00:00,22151.97,2.76,3140.83,7.74,55.0,38.0,53.0,0.0
2018-01-08 05:00:00,23244.36,4.71,3412.675,8.23,55.0,37.0,51.0,0.0
2018-01-08 06:00:00,24713.665,7.64,3572.68,8.22,59.0,33.0,38.0,0.0
2018-01-08 07:00:00,25391.14,8.76,3439.03,8.0,57.0,35.0,44.0,1.0
2018-01-08 08:00:00,25317.48,141.9,3436.7,8.14,57.0,34.0,42.0,35.0
2018-01-08 09:00:00,26018.19,519.49,3719.18,8.148,59.0,34.0,39.0,126.0
2018-01-08 10:00:00,26269.61,1292.22,3936.99,7.52,62.0,33.0,34.0,246.0
2018-01-08 11:00:00,26714.01,2117.085,4633.94,6.835,64.0,33.0,31.0,307.0
2018-01-08 12:00:00,28371.81,2327.59,5446.17,6.805,68.0,33.0,27.0,391.0
2018-01-08 13:00:00,28304.0,3113.67,6015.33,6.265,73.0,31.0,21.0,308.0
2018-01-08 14:00:00,28541.64,2442.15,6185.18,6.16,73.0,32.0,22.0,322.0
2018-01-08 15:00:00,28651.8,1855.02,6337.89,6.135,74.0,32.0,21.0,152.0
2018-01-08 16:00:00,28460.11,575.14,6304.84,6.055,74.0,33.0,22.0,105.0
2018-01-08 17:00:00,28128.29,60.68,6085.33,6.108,74.0,34.0,23.0,6.0
2018-01-08 18:00:00,27471.59,5.09,5685.55,6.45,73.0,34.0,24.0,0.0
2018-01-08 19:00:00,26499.7,6.7,5294.33,6.835,72.0,35.0,26.0,0.0
2018-01-08 20:00:00,25636.79,2.95,5016.8,6.7,66.0,37.0,34.0,0.0
2018-01-08 21:00:00,24952.4,1.29,4741.3,6.918,66.0,37.0,34.0,0.0
2018-01-08 22:00:00,23020.09,1.26,4036.1,6.88,66.0,35.0,32.0,0.0
2018-01-08 23:00:00,22537.3,1.79,3782.4,6.815,64.0,36.0,35.0,0.0
2018-01-09 00:00:00,22533.16,1.89,3476.29,6.91,63.0,35.0,35.0,0.0
2018-01-09 01:00:00,22647.47,1.94,3351.612,6.76,61.0,36.0,39.0,0.0
2018-01-09 02:00:00,22142.86,3.42,3213.59,6.5,60.0,36.0,41.0,0.0
2018-01-09 03:00:00,21756.37,3.69,3110.63,6.595,58.0,36.0,44.0,0.0
2018-01-09 04:00:00,22115.72,2.38,3139.33,6.94,58.0,37.0,46.0,0.0
2018-01-09 05:00:00,22933.27,3.37,3289.6,7.11,57.0,37.0,47.0,0.0
2018-01-09 06:00:00,23991.59,5.9,3497.27,7.263,58.0,37.0,46.0,0.0
2018-01-09 07:00:00,24936.42,8.67,3633.64,7.599,60.0,36.0,41.0,1.0
2018-01-09 08:00:00,25534.91,241.56,3600.74,7.9,58.0,36.0,44.0,97.0
2018-01-09 09:00:00,26345.12,1255.65,4063.62,7.33,60.0,36.0,41.0,176.0
2018-01-09 10:00:00,26853.01,1236.72,4586.78,6.68,64.0,37.0,37.0,251.0
2018-01-09 11:00:00,28073.11,3222.89,5841.03,5.82,69.0,40.0,35.0,426.0
2018-01-09 12:00:00,29128.6,4918.0,6639.14,5.51,74.0,41.0,30.0,577.0
2018-01-09 13:00:00,30094.1,4387.53,7195.36,5.4,79.0,41.0,26.0,443.0
2018-01-09 14:00:00,30559.81,3443.86,7572.7,5.45,78.0,41.0,27.0,434.0
2018-01-09 15:00:00,30240.6,1398.0,7343.255,5.26,78.0,43.0,29.0,122.0
2018-01-09 16:00:00,29681.61,545.37,7283.79,5.37,77.0,45.0,32.0,97.0
2018-01-09 17:00:00,29049.02,118.8,7064.86,5.1,77.0,46.0,33.0,6.0
2018-01-09 18:00:00,28148.52,7.985,6693.54,5.455,75.0,45.0,34.0,0.0
2018-01-09 19:00:00,26600.55,6.2,6084.96,5.59,73.0,47.0,39.0,0.0
2018-01-09 20:00:00,25893.95,1.97,5512.87,5.99,70.0,49.0,47.0,0.0
2018-01-09 21:00:00,25487.22,1.42,5142.69,6.31,69.0,50.0,51.0,0.0
2018-01-09 22:00:00,23809.66,1.3,3812.54,7.1,55.0,55.0,100.0,0.0
2018-01-09 23:00:00,22705.9,1.85,3216.67,6.87,54.0,51.0,90.0,0.0
2018-01-10 00:00:00,22554.98,2.16,2978.36,6.8,54.0,48.0,80.0,0.0
2018-01-10 01:00:00,21806.49,2.72,2828.5,6.425,54.0,52.0,93.0,0.0
2018-01-10 02:00:00,22346.82,3.66,2742.87,6.42,54.0,51.0,90.0,0.0
2018-01-10 03:00:00,22442.63,3.18,2864.09,6.668,53.0,51.0,93.0,0.0
2018-01-10 04:00:00,21723.03,5.36,2733.905,6.87,53.0,52.0,96.0,0.0
2018-01-10 05:00:00,22619.07,9.16,2866.41,7.095,53.0,52.0,96.0,0.0
2018-01-10 06:00:00,23922.205,9.13,3162.33,7.304,52.0,50.0,93.0,0.0
2018-01-10 07:00:00,24700.74,7.55,3197.01,7.53,52.0,51.0,97.0,2.0
2018-01-10 08:00:00,25377.84,103.19,3301.73,7.715,52.0,52.0,100.0,103.0
2018-01-10 09:00:00,26081.84,459.0,3339.6,7.64,53.0,52.0,96.0,82.0
2018-01-10 10:00:00,26383.5,1585.51,3639.86,7.25,55.0,52.0,89.0,298.0
2018-01-10 11:00:00,26445.5,3697.18,3986.82,7.3,57.0,51.0,81.0,475.0
2018-01-10 12:00:00,26805.01,2757.3,4085.37,6.66,59.0,49.0,69.0,397.0
2018-01-10 13:00:00,27091.36,3602.84,4246.01,6.76,61.0,48.0,62.0,502.0
2018-01-10 14:00:00,28136.61,2550.91,4611.62,7.06,62.0,46.0,56.0,223.0
2018-01-10 15:00:00,27547.09,2998.19,4673.5,6.49,63.0,47.0,56.0,332.0
2018-01-10 16:00:00,27336.97,1355.39,4786.53,6.66,64.0,46.0,52.0,148.0
2018-01-10 17:00:00,26919.74,97.23,4604.48,7.29,62.0,47.0,58.0,15.0
2018-01-10 18:00:00,26375.05,8.255,4281.55,6.87,61.0,47.0,60.0,0.0
2018-01-10 19:00:00,24758.57,9.57,3822.64,6.76,60.0,47.0,62.0,0.0
2018-01-10 20:00:00,24440.5,1.77,3683.67,6.98,59.0,49.0,69.0,0.0
2018-01-10 21:00:00,23986.45,1.3,3551.76,7.225,58.0,49.0,72.0,0.0
2018-01-10 22:00:00,23290.27,1.26,3285.13,7.155,57.0,49.0,74.0,0.0
2018-01-10 23:00:00,22295.29,1.67,3073.75,6.99,57.0,48.0,72.0,0.0
2018-01-11 00:00:00,21441.915,2.01,2761.83,6.905,56.0,49.0,77.0,0.0
2018-01-11 01:00:00,20628.35,2.04,2547.71,7.03,54.0,49.0,83.0,0.0
2018-01-11 02:00:00,21373.43,2.05,2606.93,7.12,53.0,49.0,86.0,0.0
2018-01-11 03:00:00,21184.8,2.01,2569.11,7.35,51.0,49.0,92.0,0.0
2018-01-11 04:00:00,20257.15,1.72,2449.67,7.51,51.0,49.0,92.0,0.0
2018-01-11 05:00:00,21669.44,1.86,2425.25,7.86,51.0,48.0,89.0,0.0
2018-01-11 06:00:00,23934.235,1.77,2779.03,8.16,49.0,48.0,97.0,0.0
2018-01-11 07:00:00,24814.435,5.87,2700.47,8.35,49.0,48.0,97.0,3.0
2018-01-11 08:00:00,25267.72,313.81,2769.24,8.205,50.0,48.0,93.0,140.0
2018-01-11 09:00:00,25679.6,1896.65,2971.99,7.683,51.0,48.0,89.0,323.0
2018-01-11 10:00:00,25806.425,3391.51,3403.8,7.21,56.0,49.0,77.0,475.0
2018-01-11 11:00:00,26373.7,4426.56,4071.77,6.81,59.0,49.0,69.0,575.0
2018-01-11 12:00:00,26901.81,4983.33,4511.33,6.57,62.0,48.0,60.0,613.0
2018-01-11 13:00:00,27221.69,5063.12,4851.22,6.31,64.0,47.0,54.0,585.0
2018-01-11 14:00:00,28596.84,4760.9,5563.49,6.145,65.0,46.0,50.0,495.0
2018-01-11 15:00:00,28238.21,3795.73,5803.16,6.258,67.0,45.0,45.0,353.0
2018-01-11 16:00:00,27972.16,1725.27,5645.04,6.1,69.0,43.0,39.0,175.0
2018-01-11 17:00:00,27388.98,133.12,5425.66,6.24,69.0,42.0,38.0,17.0
2018-01-11 18:00:00,26070.385,6.198,4757.06,6.55,66.0,43.0,43.0,0.0
2018-01-11 19:00:00,25373.555,4.784,4325.55,6.6,65.0,44.0,47.0,0.0
2018-01-11 20:00:00,24834.45,15.43,4019.645,6.77,61.0,47.0,60.0,0.0
2018-01-11 21:00:00,24257.275,2.18,3858.21,6.92,58.0,48.0,70.0,0.0
2018-01-11 22:00:00,22889.798,1.58,3534.06,6.923,59.0,47.0,64.0,0.0
2018-01-11 23:00:00,21810.89,1.77,3133.63,7.046,58.0,48.0,70.0,0.0
2018-01-12 00:00:00,20683.06,2.11,2636.69,6.97,55.0,48.0,77.0,0.0
2018-01-12 01:00:00,20648.31,2.5,2530.17,7.05,54.0,47.0,77.0,0.0
2018-01-12 02:00:00,20915.79,2.45,2376.425,7.05,52.0,48.0,86.0,0.0
2018-01-12 03:00:00,21491.51,2.95,2478.865,7.26,52.0,48.0,86.0,0.0
2018-01-12 04:00:00,20999.22,8.09,2449.04,7.69,51.0,47.0,86.0,0.0
2018-01-12 05:00:00,21487.31,11.11,2407.795,7.645,50.0,46.0,86.0,0.0
2018-01-12 06:00:00,23399.91,7.23,2531.02,7.895,51.0,44.0,77.0,0.0
2018-01-12 07:00:00,24407.42,8.28,2638.47,8.27,49.0,45.0,86.0,5.0
2018-01-12 08:00:00,25527.46,320.6,2775.3,8.22,49.0,45.0,86.0,142.0
2018-01-12 09:00:00,25993.12,1881.1,3144.75,7.75,53.0,45.0,74.0,326.0
2018-01-12 10:00:00,25944.348,3462.1,3568.48,7.46,58.0,43.0,58.0,478.0
2018-01-12 11:00:00,26132.8,4449.22,4073.5,7.47,61.0,41.0,48.0,579.0
2018-01-12 12:00:00,26443.43,4918.61,4690.07,6.82,65.0,43.0,45.0,621.0
2018-01-12 13:00:00,27010.05,4986.54,5260.06,6.77,66.0,39.0,37.0,591.0
2018-01-12 14:00:00,27781.745,4619.79,5945.73,6.41,69.0,40.0,35.0,500.0
2018-01-12 15:00:00,27516.922,3546.75,5955.85,6.52,70.0,40.0,33.0,357.0
2018-01-12 16:00:00,27217.2,1726.99,6059.58,6.18,72.0,40.0,31.0,177.0
2018-01-12 17:00:00,26679.83,147.01,5677.02,6.47,71.0,40.0,32.0,18.0
2018-01-12 18:00:00,25750.395,4.869,5033.17,6.84,69.0,40.0,35.0,0.0
2018-01-12 19:00:00,24307.65,4.1,4376.08,6.975,65.0,45.0,48.0,0.0
2018-01-12 20:00:00,23719.12,5.09,4062.942,7.072,63.0,46.0,54.0,0.0
2018-01-12 21:00:00,23222.35,2.0,3800.5,7.03,62.0,45.0,53.0,0.0
2018-01-12 22:00:00,22610.0,1.54,3373.55,6.902,61.0,45.0,56.0,0.0
2018-01-12 23:00:00,21448.9,1.7,3157.01,6.851,58.0,45.0,62.0,0.0
2018-01-13 00:00:00,20511.365,2.72,2568.13,7.03,55.0,46.0,72.0,0.0
2018-01-13 01:00:00,20544.61,3.47,2541.39,7.0,54.0,46.0,75.0,0.0
2018-01-13 02:00:00,20186.32,5.39,2470.12,7.3,53.0,46.0,77.0,0.0
2018-01-13 03:00:00,19972.24,6.6,2367.26,7.435,52.0,45.0,77.0,0.0
2018-01-13 04:00:00,20155.11,3.09,2343.9,7.57,50.0,45.0,83.0,0.0
2018-01-13 05:00:00,20583.72,3.01,2398.56,7.94,49.0,44.0,83.0,0.0
2018-01-13 06:00:00,21394.57,2.96,2395.39,8.125,49.0,44.0,83.0,0.0
